variable,value,node_type_info
M_node21node400_timber_t3,1.0,node21transit_node400source
M_node21node400_wide_t5,1.0,node21transit_node400source
M_node24node408_timber_t2,1.0,node24transit_node408source
M_node25node366_timber_t2,1.0,node25transit_node366source
M_node25node366_timber_t3,1.0,node25transit_node366source
M_node25node366_wide_t5,1.0,node25transit_node366source
M_node28node408_timber_t2,1.0,node28transit_node408source
M_node28node409_timber_t2,1.0,node28transit_node409source
M_node30node404_timber_t2,1.0,node30transit_node404source
M_node30node404_timber_t3,1.0,node30transit_node404source
M_node30node404_wide_t5,1.0,node30transit_node404source
M_node30node433_wide_t5,1.0,node30transit_node433source
M_node33node423_wide_t2,1.0,node33transit_node423source
M_node33node423_wide_t3,1.0,node33transit_node423source
M_node33node423_wide_t4,1.0,node33transit_node423source
M_node33node423_wide_t5,1.0,node33transit_node423source
M_node33node435_wide_t4,1.0,node33transit_node435source
M_node33node435_wide_t5,1.0,node33transit_node435source
M_node37node366_timber_t2,1.0,node37transit_node366source
M_node37node366_timber_t3,1.0,node37transit_node366source
M_node37node366_timber_t4,1.0,node37transit_node366source
M_node40node400_timber_t2,1.0,node40transit_node400source
M_node40node400_timber_t3,1.0,node40transit_node400source
M_node40node400_timber_t4,1.0,node40transit_node400source
M_node40node400_timber_t5,1.0,node40transit_node400source
M_node43node405_timber_t2,1.0,node43transit_node405source
M_node43node405_timber_t3,1.0,node43transit_node405source
M_node43node405_timber_t4,1.0,node43transit_node405source
M_node43node405_timber_t5,1.0,node43transit_node405source
M_node43node406_timber_t2,1.0,node43transit_node406source
M_node43node406_wide_t4,1.0,node43transit_node406source
M_node43node406_wide_t5,1.0,node43transit_node406source
M_node46node368_timber_t2,1.0,node46transit_node368source
M_node46node368_timber_t3,1.0,node46transit_node368source
M_node46node368_wide_t5,1.0,node46transit_node368source
M_node46node370_timber_t2,1.0,node46transit_node370source
M_node46node370_wide_t4,1.0,node46transit_node370source
M_node46node370_wide_t5,1.0,node46transit_node370source
M_node47node419_timber_t4,1.0,node47transit_node419source
M_node47node419_timber_t5,1.0,node47transit_node419source
M_node48node404_timber_t2,1.0,node48transit_node404source
M_node48node404_timber_t3,1.0,node48transit_node404source
M_node48node404_timber_t4,1.0,node48transit_node404source
M_node48node404_timber_t5,1.0,node48transit_node404source
M_node48node433_timber_t3,1.0,node48transit_node433source
M_node48node433_timber_t4,1.0,node48transit_node433source
M_node48node433_timber_t5,1.0,node48transit_node433source
M_node49node378_timber_t2,1.0,node49exit_node378source
M_node49node378_timber_t3,1.0,node49exit_node378source
M_node49node378_timber_t4,1.0,node49exit_node378source
M_node49node378_timber_t5,1.0,node49exit_node378source
M_node49node387_timber_t2,1.0,node49exit_node387source
M_node49node387_timber_t3,1.0,node49exit_node387source
M_node49node387_timber_t4,1.0,node49exit_node387source
M_node49node387_timber_t5,1.0,node49exit_node387source
M_node49node388_timber_t5,1.0,node49exit_node388source
M_node50node378_timber_t2,1.0,node50transit_node378source
M_node50node378_wide_t4,1.0,node50transit_node378source
M_node50node378_wide_t5,1.0,node50transit_node378source
M_node50node382_timber_t2,1.0,node50transit_node382source
M_node50node382_timber_t3,1.0,node50transit_node382source
M_node50node382_wide_t5,1.0,node50transit_node382source
