"Source(x,y)","Target(x,y)",has_exit,has_source,slope,edgelength,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-15267.75328, 149258.96071)","(-14833.27348, 149483.41441)",False,False,False,0.5503923890930491,4137,1478,6203,1478,3102,"[(-15239.45908, 149300.36221), (-15196.62028, 149307.76531), (-15151.80328, 149322.20161), (-15097.81558, 149338.82871), (-15046.85938, 149320.26671), (-14987.22358, 149323.19071), (-14960.19308, 149384.50181), (-14950.74868, 149414.72841), (-14905.24018, 149424.25351), (-14863.96508, 149449.65351)]"
"(-15267.75328, 149258.96071)","(-14962.88955, 149225.70193)",False,True,False,0.0,0,0,0,0,0,
"(-15279.23408, 149386.44861)","(-15267.75328, 149258.96071)",True,False,False,0.24038252218266326,1806,645,2709,645,1355,"[(-15325.05848, 149260.63641), (-15339.07428, 149323.25151), (-15342.36318, 149378.40191)]"
"(-15279.23408, 149386.44861)","(-15239.21549, 149383.64563)",True,False,32.1137,0.040116632990174456,301,108,452,108,226,
"(-14833.27348, 149483.41441)","(-15267.75328, 149258.96071)",False,False,False,0.5503923890930491,4137,1478,6203,1478,3102,"[(-15239.45908, 149300.36221), (-15196.62028, 149307.76531), (-15151.80328, 149322.20161), (-15097.81558, 149338.82871), (-15046.85938, 149320.26671), (-14987.22358, 149323.19071), (-14960.19308, 149384.50181), (-14950.74868, 149414.72841), (-14905.24018, 149424.25351), (-14863.96508, 149449.65351)]"
"(-14833.27348, 149483.41441)","(-14750.54618, 149658.12111)",False,False,False,0.20175565452622418,975,379,1463,379,731,"[(-14748.54698, 149657.91391)]"
"(-14833.27348, 149483.41441)","(-14747.5615, 149078.66405)",False,False,False,0.4512141348684106,3390,1211,5086,1211,2543,"[(-14736.91978, 149110.90521), (-14717.46018, 149169.86191), (-14702.00768, 149219.50561), (-14704.28288, 149262.69421)]"
"(-14833.27348, 149483.41441)","(-14962.88955, 149225.70193)",False,True,False,0.0,0,0,0,0,0,
"(-14962.88955, 149225.70193)","(-15267.75328, 149258.96071)",False,True,False,0.0,0,0,0,0,0,
"(-14962.88955, 149225.70193)","(-15109.69738, 149003.07561)",False,True,False,0.0,0,0,0,0,0,
"(-14962.88955, 149225.70193)","(-14747.5615, 149078.66405)",False,True,False,0.0,0,0,0,0,0,
"(-14962.88955, 149225.70193)","(-14833.27348, 149483.41441)",False,True,False,0.0,0,0,0,0,0,
"(-14962.88955, 149225.70193)","(-14849.10808, 149082.06171)",False,True,False,0.0,0,0,0,0,0,
"(-14750.54618, 149658.12111)","(-14833.27348, 149483.41441)",False,False,False,0.20175565452622418,975,379,1463,379,731,"[(-14748.54698, 149657.91391)]"
"(-14750.54618, 149658.12111)","(-15239.21549, 149383.64563)",True,False,False,1.3620497862659457,10237,3655,15350,3655,7677,"[(-14784.86778, 149661.67781), (-14816.61788, 149661.67781), (-14864.24298, 149658.50281), (-14905.51808, 149706.12791), (-14905.50578, 149706.14781), (-14905.52068, 149706.16501), (-14862.65808, 149776.01511), (-14824.55808, 149745.85261), (-14765.82038, 149768.07761)]"
"(-14750.54618, 149658.12111)","(-14536.41298, 149171.48071)",True,False,False,1.8466290490006947,8917,3467,13378,3467,6690,"[(-14397.97728, 149595.22591), (-14405.43368, 149591.99161), (-14410.47798, 149589.80361), (-14426.12518, 149583.01641), (-14451.89188, 149571.83981), (-14463.79538, 149566.67651), (-14466.98828, 149565.00781), (-14509.71568, 149542.67731), (-14510.13698, 149542.20961), (-14513.57788, 149538.20961), (-14552.30768, 149493.18681), (-14553.84848, 149491.39571), (-14554.04018, 149491.17281), (-14580.09608, 149465.15981)]"
"(-15239.21549, 149383.64563)","(-14750.54618, 149658.12111)",True,False,False,1.3620497862659457,10237,3655,15350,3655,7677,"[(-14784.86778, 149661.67781), (-14816.61788, 149661.67781), (-14864.24298, 149658.50281), (-14905.51808, 149706.12791), (-14905.50578, 149706.14781), (-14905.52068, 149706.16501), (-14862.65808, 149776.01511), (-14824.55808, 149745.85261), (-14765.82038, 149768.07761)]"
"(-15239.21549, 149383.64563)","(-15279.23408, 149386.44861)",True,False,32.1137,0.040116632990174456,301,108,452,108,226,
"(-14536.41298, 149171.48071)","(-14750.54618, 149658.12111)",True,False,False,1.8466290490006947,8917,3467,13378,3467,6690,"[(-14397.97728, 149595.22591), (-14405.43368, 149591.99161), (-14410.47798, 149589.80361), (-14426.12518, 149583.01641), (-14451.89188, 149571.83981), (-14463.79538, 149566.67651), (-14466.98828, 149565.00781), (-14509.71568, 149542.67731), (-14510.13698, 149542.20961), (-14513.57788, 149538.20961), (-14552.30768, 149493.18681), (-14553.84848, 149491.39571), (-14554.04018, 149491.17281), (-14580.09608, 149465.15981)]"
"(-14536.41298, 149171.48071)","(-14602.20849, 149018.09088)",True,False,False,1.1895048651744804,5746,2233,8619,2233,4313,"[(-14577.80198, 149019.75931)]"
"(-14115.84058, 148231.16461)","(-14559.30131, 148727.3699)",True,False,False,1.0065374097190756,7562,2702,11346,2702,5672,"[(-14459.27998, 148782.04391), (-14415.54708, 148694.65691), (-14485.60518, 148842.29221)]"
"(-14115.84058, 148231.16461)","(-15028.03215, 148863.75522)",True,False,False,1.5814913183681767,11888,4244,17827,4244,8912,"[(-14961.83208, 148625.16081), (-14923.24858, 148582.19891), (-14892.83918, 148575.14951), (-14860.69988, 148567.69911), (-14818.18328, 148521.08241), (-14784.72258, 148459.94331), (-15006.37878, 148662.72221), (-15042.77458, 148858.10781)]"
"(-14115.84058, 148231.16461)","(-14725.76647, 148708.12995)",True,False,False,0.8160697992762946,6132,2190,9198,2190,4600,"[(-14130.12808, 148277.20211), (-14166.11148, 148374.56901), (-14219.02828, 148408.43571)]"
"(-14559.30131, 148727.3699)","(-14115.84058, 148231.16461)",True,False,False,1.0065374097190756,7562,2702,11346,2702,5672,"[(-14459.27998, 148782.04391), (-14415.54708, 148694.65691), (-14485.60518, 148842.29221)]"
"(-14559.30131, 148727.3699)","(-14639.88718, 148780.30091)",True,False,32.1137,0.09641459569627858,725,259,1087,259,543,
"(-14725.76647, 148708.12995)","(-14115.84058, 148231.16461)",True,False,False,0.8160697992762946,6132,2190,9198,2190,4600,"[(-14130.12808, 148277.20211), (-14166.11148, 148374.56901), (-14219.02828, 148408.43571)]"
"(-14725.76647, 148708.12995)","(-14908.31698, 148833.23941)",True,False,False,0.23151639638655586,1740,621,2609,621,1305,"[(-14854.02958, 148755.56971)]"
"(-14849.10808, 149082.06171)","(-15109.69738, 149003.07561)",False,False,False,0.28363132099543475,2132,761,3196,761,1598,"[(-14916.55118, 149075.83621)]"
"(-14849.10808, 149082.06171)","(-14747.5615, 149078.66405)",False,False,False,0.10378939981950902,779,279,1170,279,585,"[(-14750.08848, 149077.42111)]"
"(-14849.10808, 149082.06171)","(-14852.42928, 148832.95261)",False,False,False,0.25576249087907926,1921,687,2882,687,1442,"[(-14845.81468, 148879.25481), (-14844.49178, 148921.58821), (-14864.33548, 149020.80721)]"
"(-14849.10808, 149082.06171)","(-14754.39218, 148935.42417)",False,True,False,0.0,0,0,0,0,0,
"(-14849.10808, 149082.06171)","(-14955.64841, 148962.54141)",False,True,False,0.0,0,0,0,0,0,
"(-14849.10808, 149082.06171)","(-14962.88955, 149225.70193)",False,True,False,0.0,0,0,0,0,0,
"(-14852.42928, 148832.95261)","(-14908.31698, 148833.23941)",False,False,False,0.07009128847044341,527,188,790,188,395,"[(-14875.21208, 148812.15971)]"
"(-14852.42928, 148832.95261)","(-14639.88718, 148780.30091)",False,False,False,0.22275615365360713,1076,419,1615,419,808,"[(-14668.54348, 148773.42121)]"
"(-14852.42928, 148832.95261)","(-14849.10808, 149082.06171)",False,False,False,0.25576249087907926,1921,687,2882,687,1442,"[(-14845.81468, 148879.25481), (-14844.49178, 148921.58821), (-14864.33548, 149020.80721)]"
"(-14852.42928, 148832.95261)","(-14754.39218, 148935.42417)",False,True,False,0.0,0,0,0,0,0,
"(-14852.42928, 148832.95261)","(-14955.64841, 148962.54141)",False,True,False,0.0,0,0,0,0,0,
"(-14659.81378, 149014.15301)","(-14639.88718, 148780.30091)",False,False,False,0.36460490613939045,1763,686,2642,686,1321,"[(-14711.12628, 148986.00911)]"
"(-14659.81378, 149014.15301)","(-14602.20849, 149018.09088)",True,False,False,0.057739728576804095,279,108,419,108,209,"[(-14634.13158, 149015.90861)]"
"(-14659.81378, 149014.15301)","(-14747.5615, 149078.66405)",False,False,False,0.15248204536256937,736,286,1104,286,554,"[(-14666.05638, 149031.70801), (-14673.46468, 149065.57481), (-14698.86478, 149102.61651)]"
"(-14659.81378, 149014.15301)","(-14754.39218, 148935.42417)",False,True,False,0.0,0,0,0,0,0,
"(-14639.88718, 148780.30091)","(-14659.81378, 149014.15301)",False,False,False,0.36460490613939045,1763,686,2642,686,1321,"[(-14711.12628, 148986.00911)]"
"(-14639.88718, 148780.30091)","(-14852.42928, 148832.95261)",False,False,False,0.22275615365360713,1076,419,1615,419,808,"[(-14668.54348, 148773.42121)]"
"(-14639.88718, 148780.30091)","(-14559.30131, 148727.3699)",True,False,32.1137,0.09641459569627858,725,259,1087,259,543,
"(-14639.88718, 148780.30091)","(-14754.39218, 148935.42417)",False,True,False,0.0,0,0,0,0,0,
"(-14602.20849, 149018.09088)","(-14659.81378, 149014.15301)",True,False,False,0.057739728576804095,279,108,419,108,209,"[(-14634.13158, 149015.90861)]"
"(-14602.20849, 149018.09088)","(-14536.41298, 149171.48071)",True,False,False,1.1895048651744804,5746,2233,8619,2233,4313,"[(-14577.80198, 149019.75931)]"
"(-14747.5615, 149078.66405)","(-14659.81378, 149014.15301)",False,False,False,0.15248204536256937,736,286,1104,286,554,"[(-14666.05638, 149031.70801), (-14673.46468, 149065.57481), (-14698.86478, 149102.61651)]"
"(-14747.5615, 149078.66405)","(-14849.10808, 149082.06171)",False,False,False,0.10378939981950902,779,279,1170,279,585,"[(-14750.08848, 149077.42111)]"
"(-14747.5615, 149078.66405)","(-14833.27348, 149483.41441)",False,False,False,0.4512141348684106,3390,1211,5086,1211,2543,"[(-14736.91978, 149110.90521), (-14717.46018, 149169.86191), (-14702.00768, 149219.50561), (-14704.28288, 149262.69421)]"
"(-14747.5615, 149078.66405)","(-14754.39218, 148935.42417)",False,True,False,0.0,0,0,0,0,0,
"(-14747.5615, 149078.66405)","(-14962.88955, 149225.70193)",False,True,False,0.0,0,0,0,0,0,
"(-14754.39218, 148935.42417)","(-14659.81378, 149014.15301)",False,True,False,0.0,0,0,0,0,0,
"(-14754.39218, 148935.42417)","(-14747.5615, 149078.66405)",False,True,False,0.0,0,0,0,0,0,
"(-14754.39218, 148935.42417)","(-14852.42928, 148832.95261)",False,True,False,0.0,0,0,0,0,0,
"(-14754.39218, 148935.42417)","(-14849.10808, 149082.06171)",False,True,False,0.0,0,0,0,0,0,
"(-14754.39218, 148935.42417)","(-14639.88718, 148780.30091)",False,True,False,0.0,0,0,0,0,0,
