"Node1(x,y)","Node2(x,y)",has_exit,has_source,slope,edgelength,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-10000.61717, 149694.17443)","(-10030.8537, 149930.39017)",True,True,False,0.0,0,0,0,0,0,
"(-9771.65944, 149896.3741)","(-10030.8537, 149930.39017)",True,True,False,0.0,0,0,0,0,0,
"(-11021.07831, 150157.48684)","(-11001.19171, 150193.41214)",True,False,15.9324,0.041062197209236775,198,77,298,77,149,
"(-11021.07831, 150157.48684)","(-10863.48728, 150048.96257)",True,True,False,0.0,0,0,0,0,0,
"(-11021.07831, 150157.48684)","(-10624.90433, 150233.62028)",True,True,False,0.0,0,0,0,0,0,
"(-11001.19171, 150193.41214)","(-10863.48728, 150048.96257)",True,True,False,0.0,0,0,0,0,0,
"(-11001.19171, 150193.41214)","(-10624.90433, 150233.62028)",True,True,False,0.0,0,0,0,0,0,
"(-10881.84282, 149894.82891)","(-10863.48728, 150048.96257)",True,True,False,0.0,0,0,0,0,0,
"(-10836.19272, 150318.3575)","(-10624.90433, 150233.62028)",True,True,False,0.0,0,0,0,0,0,
"(-11038.4333, 150153.40613)","(-10624.90433, 150233.62028)",True,True,False,0.0,0,0,0,0,0,
"(-10299.96506, 150230.19274)","(-10624.90433, 150233.62028)",True,True,False,0.0,0,0,0,0,0,
"(-10484.79926, 150553.26573)","(-10283.879, 150641.97766)",True,True,False,0.0,0,0,0,0,0,
"(-10218.71664, 150830.76025)","(-10007.94106, 151006.20067)",True,False,False,0.340399479157671,1645,640,2466,640,1234,"[(-10100.44278, 151009.10101), (-10125.57818, 150981.31971)]"
"(-10218.71664, 150830.76025)","(-10283.879, 150641.97766)",True,True,False,0.0,0,0,0,0,0,
"(-10007.94106, 151006.20067)","(-10283.879, 150641.97766)",True,True,False,0.0,0,0,0,0,0,
"(-10238.9722, 150837.16012)","(-10283.879, 150641.97766)",True,True,False,0.0,0,0,0,0,0,
