ID_UG;nodes
1456;(-15332.67418, 147529.44691),(-15367.49638, 147658.01201),(-15183.70118, 147617.21421),(-15340.15254, 147573.03794),(-15256.43842, 147640.05287)
1457;(-15332.67418, 147529.44691),(-15367.49638, 147658.01201),(-15624.77528, 147738.45101),(-15429.40488, 147826.59591),(-15531.06862, 147784.87915)
1237;(-15332.67418, 147529.44691),(-15464.19148, 146899.64941),(-15472.98178, 147325.67091),(-15183.70118, 147617.21421),(-14768.35328, 147143.16851),(-15585.31878, 147308.90831),(-15037.31188, 147624.17501),(-14934.01708, 147074.35571),(-15459.2015, 147326.96696),(-15320.51254, 147407.83962),(-15325.16514, 147506.3762),(-15155.48205, 147256.46817)
1450;(-13189.87228, 146453.46291),(-13241.20298, 146492.31531),(-13231.44638, 146382.91641),(-13083.96588, 146313.01901),(-13241.50378, 146098.21511),(-13238.3488, 146392.76836),(-13202.14669, 146317.81938)
1439;(-14957.73507, 146053.70593),(-14932.32528, 146203.86541),(-14935.42828, 146013.21141),(-14817.94108, 146126.69561),(-14968.10798, 146111.81721),(-14894.93136, 146118.49544)
1488;(-12881.66548, 144980.55181),(-12719.88568, 145033.16641),(-12862.46568, 144995.98961),(-12423.09828, 144905.91321),(-12657.72403, 144941.5732)
1130;(-14018.15298, 144611.22751),(-13638.16978, 144811.20041),(-13839.38108, 144722.83091),(-13730.05378, 144851.16791),(-13822.73111, 144670.89372)
1364;(-15084.46118, 144069.57271),(-14883.20187, 143958.33582),(-14796.22698, 144774.27301),(-14463.72468, 144550.41741),(-14780.20528, 144449.96031),(-14483.76628, 144475.28431),(-14772.62257, 144506.64344)
1125;(-15139.49838, 144116.67241),(-15870.80978, 144354.49481),(-15233.82348, 143940.93861),(-15275.55058, 144265.90111),(-15478.47442, 144165.43644)
1072;(-14996.02228, 146461.69591),(-15356.05428, 146287.32981),(-15414.36248, 146498.72301),(-15057.07188, 146490.31381),(-15022.49548, 146541.27321),(-15271.38485, 146389.8954)
1194;(-13377.10688, 146002.31331),(-13231.44638, 146382.91641),(-13567.18558, 146177.82421),(-13447.65088, 145953.95581),(-13241.50378, 146098.21511),(-13583.63677, 146097.02885),(-13397.80651, 146167.00058)
1485;(-14625.96818, 145051.04941),(-14804.77218, 144885.96981),(-14457.19188, 144933.54941),(-14613.29046, 144971.98796)
1070;(-15717.79138, 146751.46851),(-15681.70098, 146650.70791),(-16003.91988, 146450.65761),(-16060.81798, 146536.67731),(-15918.57027, 146672.39913),(-15854.2208, 146597.84899)
1437;(-15414.36248, 146498.72301),(-15057.07188, 146490.31381),(-15022.49548, 146541.27321),(-15217.47228, 146531.61887)
1481;(-14624.54598, 147179.06321),(-14768.35328, 147143.16851),(-14697.41248, 146810.54761),(-14493.23178, 146951.00001),(-14934.01708, 147074.35571),(-14724.08892, 147009.39681)
