"Node1(x,y)","Node2(x,y)",edgelength,slope,has_exit,has_source,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade,removed_nodes
"(-10005.56618, 146772.18441)","(-10253.47608, 146660.54684)",0.0,False,False,True,0,0,0,0,0,
"(-10005.56618, 146772.18441)","(-9867.65706, 147057.93473)",0.0,False,False,True,0,0,0,0,0,
"(-10681.31538, 146176.81681)","(-9988.06853, 146375.41721)",0.9123255344904677,False,True,False,4409,1712,6610,1712,3305,"[(-10131.92138, 146410.92731), (-10085.49078, 146390.02321)]"
"(-10681.31538, 146176.81681)","(-11034.00928, 146314.14501)",0.3847795532936975,False,False,False,1858,723,2788,723,1394,"[(-10736.97928, 146176.39411), (-10806.77928, 146212.85681)]"
"(-10681.31538, 146176.81681)","(-10328.465, 146251.40691)",0.0,False,False,True,0,0,0,0,0,
"(-10681.31538, 146176.81681)","(-10585.40251, 146441.79314)",0.0,False,False,True,0,0,0,0,0,
"(-10409.86108, 146061.03541)","(-10366.09948, 146045.01991)",0.04660014887111692,22.0285,True,False,225,88,338,88,169,
"(-10409.86108, 146061.03541)","(-10463.28508, 146061.25081)",0.05342443423340948,22.0285,True,False,258,100,387,100,194,
"(-10409.86108, 146061.03541)","(-10415.02377, 146051.40539)",0.010926603005358611,31.5762,True,False,82,29,123,29,62,
"(-10409.86108, 146061.03541)","(-10458.17531, 145959.85114)",0.0,False,False,True,0,0,0,0,0,
"(-10409.86108, 146061.03541)","(-10508.41568, 145963.38485)",0.0,False,False,True,0,0,0,0,0,
"(-10409.86108, 146061.03541)","(-10328.465, 146251.40691)",0.0,False,False,True,0,0,0,0,0,
"(-9335.95218, 147002.52321)","(-9332.71048, 147081.35161)",0.07889502687400372,11.1055,False,False,381,148,572,148,286,
"(-9335.95218, 147002.52321)","(-9497.94241, 146904.64966)",0.0,False,False,True,0,0,0,0,0,
"(-9335.95218, 147002.52321)","(-9569.94365, 147051.06162)",0.0,False,False,True,0,0,0,0,0,
"(-9641.59908, 147317.14741)","(-9701.53288, 147269.92461)",0.076302380187526,23.9191,True,False,369,143,553,143,276,
"(-9641.59908, 147317.14741)","(-9514.41648, 147613.78181)",1.1221201107286287,False,False,False,5420,2110,8133,2110,4067,"[(-9265.53118, 147888.80471), (-9257.90638, 147845.34321), (-9276.34318, 147802.91451), (-9315.75698, 147838.91831)]"
"(-9641.59908, 147317.14741)","(-9867.65706, 147057.93473)",0.0,False,False,True,0,0,0,0,0,
"(-9641.59908, 147317.14741)","(-9454.02002, 147560.1691)",0.0,False,False,True,0,0,0,0,0,
"(-11113.07018, 146571.39151)","(-11034.00928, 146314.14501)",0.3789899282107694,False,False,False,1830,712,2745,712,1373,"[(-11030.10968, 146502.23731), (-11068.26618, 146538.67251), (-10979.42848, 146476.33291)]"
"(-11113.07018, 146571.39151)","(-11292.57138, 146694.10811)",0.23583786019774244,False,False,False,1773,633,2658,633,1328,"[(-11162.23678, 146616.02491), (-11196.65988, 146664.98951), (-11237.50528, 146700.52691)]"
"(-11113.07018, 146571.39151)","(-10585.40251, 146441.79314)",0.0,False,False,True,0,0,0,0,0,
"(-11113.07018, 146571.39151)","(-11535.17588, 146511.60567)",0.0,False,False,True,0,0,0,0,0,
"(-11113.07018, 146571.39151)","(-11130.22825, 146695.29086)",0.0,False,False,True,0,0,0,0,0,
"(-10463.28508, 146061.25081)","(-10559.87008, 145862.92891)",0.2966533420485188,False,True,False,2229,796,3344,796,1672,"[(-10612.28278, 145868.52701)]"
"(-10463.28508, 146061.25081)","(-10536.25397, 146086.34763)",0.0773194383742559,False,True,False,374,145,560,145,280,"[(-10523.69888, 146080.03491)]"
"(-10463.28508, 146061.25081)","(-10508.41568, 145963.38485)",0.0,False,False,True,0,0,0,0,0,
"(-10463.28508, 146061.25081)","(-10328.465, 146251.40691)",0.0,False,False,True,0,0,0,0,0,
"(-11070.94408, 146283.05721)","(-11034.00928, 146314.14501)",0.08596462503203128,False,True,False,415,162,623,162,312,"[(-11051.24968, 146283.05717)]"
"(-11070.94408, 146283.05721)","(-11147.67338, 146279.08841)",0.0768318739328171,False,True,False,371,145,556,145,279,"[(-11104.20178, 146281.33681)]"
"(-11070.94408, 146283.05721)","(-11535.17588, 146511.60567)",0.0,False,False,True,0,0,0,0,0,
"(-10083.90638, 146841.22061)","(-10074.81299, 146855.72189)",0.017116566925946517,23.9191,True,False,83,32,124,32,62,
"(-10083.90638, 146841.22061)","(-10345.99736, 146611.79932)",0.34939664738664566,False,True,False,1687,656,2532,656,1265,"[(-10128.67288, 146800.19351)]"
"(-10083.90638, 146841.22061)","(-10253.47608, 146660.54684)",0.0,False,False,True,0,0,0,0,0,
"(-10083.90638, 146841.22061)","(-9903.06983, 147327.8529)",0.0,False,False,True,0,0,0,0,0,
"(-10213.81388, 146851.49201)","(-10425.74452, 146665.6367)",0.3303081804074176,False,True,False,1595,621,2393,621,1197,"[(-10311.84478, 146699.43711), (-10372.83738, 146668.63601), (-10297.10848, 146742.16021)]"
"(-10213.81388, 146851.49201)","(-10253.47608, 146660.54684)",0.0,False,False,True,0,0,0,0,0,
"(-10213.81388, 146851.49201)","(-10404.30931, 146798.24747)",0.0,False,False,True,0,0,0,0,0,
"(-10213.81388, 146851.49201)","(-10315.43037, 147079.77801)",0.0,False,False,True,0,0,0,0,0,
"(-10517.02998, 146857.72631)","(-10554.96666, 146839.35643)",0.042150257183512646,22.0285,True,False,204,79,305,79,153,
"(-10517.02998, 146857.72631)","(-10511.03339, 146901.96457)",0.04464283525333959,22.0285,True,False,216,84,323,84,162,
"(-10517.02998, 146857.72631)","(-10404.30931, 146798.24747)",0.0,False,False,True,0,0,0,0,0,
"(-9773.98538, 146714.65251)","(-9655.31908, 146790.11071)",0.14070429059205092,False,False,False,1057,378,1586,378,793,"[(-9705.60148, 146760.87811)]"
"(-9773.98538, 146714.65251)","(-9701.53288, 147269.92461)",0.8496039080791457,False,True,False,4105,1597,6155,1597,3078,"[(-9825.44898, 146947.14991), (-9868.44398, 146864.46741), (-9858.52208, 146834.70171), (-9825.44908, 146765.24851), (-9835.37098, 147039.75421), (-9740.53948, 147218.64041)]"
"(-9773.98538, 146714.65251)","(-9516.66801, 146705.70277)",0.0,False,False,True,0,0,0,0,0,
"(-9773.98538, 146714.65251)","(-9867.65706, 147057.93473)",0.0,False,False,True,0,0,0,0,0,
"(-10283.24258, 146051.18691)","(-10328.465, 146251.40691)",0.0,False,False,True,0,0,0,0,0,
"(-10016.58438, 146871.00761)","(-9766.59483, 147443.89262)",0.7383843158964596,False,True,False,3568,1387,5351,1387,2673,"[(-10002.95238, 147159.66751), (-10029.83778, 147107.51921), (-10021.43838, 147062.12361), (-9996.58058, 147027.22271), (-9971.77838, 146980.55291), (-10006.38588, 146908.39971), (-9960.98568, 147170.37661)]"
"(-10016.58438, 146871.00761)","(-10074.81299, 146855.72189)",0.06560792105139181,False,True,False,317,123,475,123,238,"[(-10066.49578, 146868.98541)]"
"(-10016.58438, 146871.00761)","(-9867.65706, 147057.93473)",0.0,False,False,True,0,0,0,0,0,
"(-10016.58438, 146871.00761)","(-9903.06983, 147327.8529)",0.0,False,False,True,0,0,0,0,0,
"(-11530.46478, 146304.00601)","(-11511.51977, 146282.11283)",0.028952111052789883,23.5624,True,False,140,54,210,54,105,
"(-11530.46478, 146304.00601)","(-11535.17588, 146511.60567)",0.0,False,False,True,0,0,0,0,0,
"(-9359.18068, 146204.62561)","(-9425.86588, 146152.17191)",0.08484283436288696,17.2107,False,False,410,159,615,159,307,
"(-9359.18068, 146204.62561)","(-9353.85428, 146563.86791)",0.3619995120988587,False,False,False,1749,680,2623,680,1313,"[(-9344.90718, 146279.05861)]"
"(-9359.18068, 146204.62561)","(-9307.62754, 146016.30541)",0.0,False,False,True,0,0,0,0,0,
"(-9359.18068, 146204.62561)","(-9661.65701, 146389.74345)",0.0,False,False,True,0,0,0,0,0,
"(-9604.50258, 145756.89851)","(-9477.01318, 145825.22111)",0.14648163562141406,False,False,False,1101,393,1650,393,825,"[(-9506.28918, 145810.29101)]"
"(-9604.50258, 145756.89851)","(-9668.512, 145677.10047)",0.15879994408607084,False,True,False,1194,427,1790,427,895,"[(-9645.19858, 145672.96421)]"
"(-9604.50258, 145756.89851)","(-9589.40351, 145679.25373)",0.0,False,False,True,0,0,0,0,0,
"(-9604.50258, 145756.89851)","(-9578.84493, 145928.57982)",0.0,False,False,True,0,0,0,0,0,
"(-9604.50258, 145756.89851)","(-9729.05134, 145942.0445)",0.0,False,False,True,0,0,0,0,0,
"(-9998.86478, 145898.18631)","(-9911.63458, 145832.37601)",0.10929257368630825,False,False,False,822,293,1232,293,616,"[(-9983.28638, 145885.37281)]"
"(-9998.86478, 145898.18631)","(-9913.6735, 145997.5426)",0.1314542333052765,False,True,False,635,247,953,247,476,"[(-9924.07008, 145978.42631)]"
